sent_id,word_id,token,cpostag,postag,head,deprel,deps,parent_token,parent_deprel,stem_pos,parent_stem,parent_stem_pos
32,7,touch,NOUN,NN,6,dobj,7:dobj|6:ccomp,have,ccomp,touch_dobj,have,have_ccomp
32,8,of,ADP,IN,7,prep,8:prep|7:dobj,touch,dobj,of_prep,touch,touch_dobj
32,9,a,DET,DT,10,det,9:det|10:pobj,cold,pobj,a_det,cold,cold_pobj
32,10,cold,ADJ,JJ,8,pobj,10:pobj|8:prep,of,prep,cold_pobj,of,of_prep
32,13,NA,VERB,VBD,0,ROOT,13:ROOT|0:NA,NA,NA,squeaked_ROOT,NA,NA_NA
32,14,the,DET,DT,15,det,14:det|15:nsubj,wolf,nsubj,the_det,wolf,wolf_nsubj
32,15,wolf,NOUN,NN,16,nsubj,15:nsubj|16:dep,adding,dep,wolf_nsubj,added,adding_dep
32,16,adding,VERB,VBG,13,dep,16:dep|13:ROOT,squeaked,ROOT,adding_dep,squeaked,squeaked_ROOT
32,17,a,DET,DT,18,det,17:det|18:dobj,cough,dobj,a_det,cough,cough_dobj
32,18,cough,NOUN,NN,16,dobj,18:dobj|16:dep,adding,dep,cough_dobj,added,adding_dep
32,19,at,ADP,IN,16,prep,19:prep|16:dep,adding,dep,at_prep,added,adding_dep
32,20,the,DET,DT,21,det,20:det|21:pobj,end,pobj,the_det,end,end_pobj
32,21,end,NOUN,NN,19,pobj,21:pobj|19:prep,at,prep,end_pobj,at,at_prep
32,22,to,PRT,TO,23,aux,22:aux|23:xcomp,prove,xcomp,to_aux,prove,prove_xcomp
32,23,prove,VERB,VB,16,xcomp,23:xcomp|16:dep,adding,dep,prove_xcomp,added,adding_dep
32,24,the,DET,DT,25,det,24:det|25:dobj,point,dobj,the_det,point,point_dobj
32,25,point,NOUN,NN,23,dobj,25:dobj|23:xcomp,prove,xcomp,point_dobj,prove,prove_xcomp
33,2,but,CONJ,CC,12,cc,2:cc|12:ROOT,said,ROOT,but_cc,said,said_ROOT
33,3,grandmother,NOUN,NNP,12,nsubj,3:nsubj|12:ROOT,said,ROOT,grandmother_nsubj,said,said_ROOT
33,5,what,PRON,WP,7,det,5:det|7:dobj,ears,dobj,what_det,ears,ears_dobj
33,6,big,ADJ,JJ,7,amod,6:amod|7:dobj,ears,dobj,big_amod,ears,ears_dobj
33,7,ears,NOUN,NNS,9,dobj,7:dobj|9:ccomp,have,ccomp,ears_dobj,have,have_ccomp
33,8,you,PRON,PRP,9,nsubj,8:nsubj|9:ccomp,have,ccomp,you_nsubj,have,have_ccomp
33,9,have,VERB,VBP,12,ccomp,9:ccomp|12:ROOT,said,ROOT,have_ccomp,said,said_ROOT
33,12,NA,VERB,VBD,0,ROOT,12:ROOT|0:NA,NA,NA,said_ROOT,NA,NA_NA
33,13,little,NOUN,NNP,16,nn,13:nn|16:dobj,Hood,dobj,little_nn,Hood,Hood_dobj
33,14,red,NOUN,NNP,16,nn,14:nn|16:dobj,Hood,dobj,red_nn,Hood,Hood_dobj
33,15,riding,NOUN,NNP,16,nn,15:nn|16:dobj,Hood,dobj,riding_nn,Hood,Hood_dobj
33,16,hood,NOUN,NNP,12,dobj,16:dobj|12:ROOT,said,ROOT,hood_dobj,said,said_ROOT
33,17,as,ADP,IN,19,mark,17:mark|19:advcl,edged,advcl,as_mark,edged,edged_advcl
33,18,she,PRON,PRP,19,nsubj,18:nsubj|19:advcl,edged,advcl,she_nsubj,edged,edged_advcl
33,19,edged,VERB,VBD,12,advcl,19:advcl|12:ROOT,said,ROOT,edged_advcl,said,said_ROOT
33,20,closer,ADV,RBR,19,advmod,20:advmod|19:advcl,edged,advcl,closer_advmod,edged,edged_advcl
33,21,to,ADP,IN,20,prep,21:prep|20:advmod,closer,advmod,to_prep,closer,closer_advmod
33,22,the,DET,DT,23,det,22:det|23:pobj,bed,pobj,the_det,bed,bed_pobj
33,23,bed,NOUN,NN,21,pobj,23:pobj|21:prep,to,prep,bed_pobj,to,to_prep
34,2,the,DET,DT,3,det,2:det|3:nsubj,better,nsubj,the_det,better,better_nsubj
34,3,better,ADJ,JJR,13,nsubj,3:nsubj|13:ROOT,replied,ROOT,better_nsubj,replied,replied_ROOT
34,4,to,PRT,TO,5,aux,4:aux|5:infmod,hear,infmod,to_aux,hear,hear_infmod
34,5,hear,VERB,VB,3,infmod,5:infmod|3:nsubj,better,nsubj,hear_infmod,better,better_nsubj
34,6,you,PRON,PRP,5,dobj,6:dobj|5:infmod,hear,infmod,you_dobj,hear,hear_infmod
34,7,with,ADP,IN,5,prep,7:prep|5:infmod,hear,infmod,with_prep,hear,hear_infmod
34,9,my,PRON,PRP$,10,poss,9:poss|10:appos,dear,appos,my_poss,dear,dear_appos
34,10,dear,NOUN,NN,3,appos,10:appos|3:nsubj,better,nsubj,dear_appos,better,better_nsubj
34,13,NA,VERB,VBD,0,ROOT,13:ROOT|0:NA,NA,NA,replied_ROOT,NA,NA_NA
34,14,the,DET,DT,15,det,14:det|15:dobj,wolf,dobj,the_det,wolf,wolf_dobj
34,15,wolf,NOUN,NN,13,dobj,15:dobj|13:ROOT,replied,ROOT,wolf_dobj,replied,replied_ROOT
35,2,but,CONJ,CC,9,cc,2:cc|9:ccomp,have,ccomp,but_cc,have,have_ccomp
35,3,grandmother,NOUN,NNP,9,nsubj,3:nsubj|9:ccomp,have,ccomp,grandmother_nsubj,have,have_ccomp
35,5,what,PRON,WP,7,det,5:det|7:dobj,eyes,dobj,what_det,eyes,eyes_dobj
35,6,big,ADJ,JJ,7,amod,6:amod|7:dobj,eyes,dobj,big_amod,eyes,eyes_dobj
35,7,eyes,NOUN,NNS,9,dobj,7:dobj|9:ccomp,have,ccomp,eyes_dobj,have,have_ccomp
35,8,you,PRON,PRP,9,nsubj,8:nsubj|9:ccomp,have,ccomp,you_nsubj,have,have_ccomp
35,9,have,VERB,VBP,12,ccomp,9:ccomp|12:ROOT,said,ROOT,have_ccomp,said,said_ROOT
35,12,NA,VERB,VBD,0,ROOT,12:ROOT|0:NA,NA,NA,said_ROOT,NA,NA_NA
35,13,little,NOUN,NNP,16,nn,13:nn|16:nsubj,Hood,nsubj,little_nn,Hood,Hood_nsubj
35,14,red,NOUN,NNP,16,nn,14:nn|16:nsubj,Hood,nsubj,red_nn,Hood,Hood_nsubj
35,15,riding,NOUN,NNP,16,nn,15:nn|16:nsubj,Hood,nsubj,riding_nn,Hood,Hood_nsubj
35,16,hood,NOUN,NNP,12,nsubj,16:nsubj|12:ROOT,said,ROOT,hood_nsubj,said,said_ROOT
36,2,the,DET,DT,3,det,2:det|3:nsubj,better,nsubj,the_det,better,better_nsubj
36,3,better,ADJ,JJR,13,nsubj,3:nsubj|13:ROOT,replied,ROOT,better_nsubj,replied,replied_ROOT
36,4,to,PRT,TO,5,aux,4:aux|5:infmod,see,infmod,to_aux,see,see_infmod
36,5,see,VERB,VB,3,infmod,5:infmod|3:nsubj,better,nsubj,see_infmod,better,better_nsubj
36,6,you,PRON,PRP,5,dobj,6:dobj|5:infmod,see,infmod,you_dobj,see,see_infmod
36,7,with,ADP,IN,5,prep,7:prep|5:infmod,see,infmod,with_prep,see,see_infmod
36,9,my,PRON,PRP$,10,poss,9:poss|10:appos,dear,appos,my_poss,dear,dear_appos
36,10,dear,NOUN,NN,3,appos,10:appos|3:nsubj,better,nsubj,dear_appos,better,better_nsubj
36,13,NA,VERB,VBD,0,ROOT,13:ROOT|0:NA,NA,NA,replied_ROOT,NA,NA_NA
36,14,the,DET,DT,15,det,14:det|15:dobj,wolf,dobj,the_det,wolf,wolf_dobj
36,15,wolf,NOUN,NN,13,dobj,15:dobj|13:ROOT,replied,ROOT,wolf_dobj,replied,replied_ROOT
37,2,but,CONJ,CC,9,cc,2:cc|9:ccomp,have,ccomp,but_cc,have,have_ccomp
37,3,grandmother,NOUN,NNP,9,nsubj,3:nsubj|9:ccomp,have,ccomp,grandmother_nsubj,have,have_ccomp
37,5,what,PRON,WP,7,det,5:det|7:dobj,teeth,dobj,what_det,teeth,teeth_dobj
37,6,big,ADJ,JJ,7,amod,6:amod|7:dobj,teeth,dobj,big_amod,teeth,teeth_dobj
37,7,teeth,NOUN,NNS,9,dobj,7:dobj|9:ccomp,have,ccomp,teeth_dobj,have,have_ccomp
37,8,you,PRON,PRP,9,nsubj,8:nsubj|9:ccomp,have,ccomp,you_nsubj,have,have_ccomp
37,9,have,VERB,VBP,12,ccomp,9:ccomp|12:ROOT,said,ROOT,have_ccomp,said,said_ROOT
37,12,NA,VERB,VBD,0,ROOT,12:ROOT|0:NA,NA,NA,said_ROOT,NA,NA_NA
37,13,little,NOUN,NNP,16,nn,13:nn|16:nsubj,Hood,nsubj,little_nn,Hood,Hood_nsubj
37,14,red,NOUN,NNP,16,nn,14:nn|16:nsubj,Hood,nsubj,red_nn,Hood,Hood_nsubj
37,15,riding,NOUN,NNP,16,nn,15:nn|16:nsubj,Hood,nsubj,riding_nn,Hood,Hood_nsubj
37,16,hood,NOUN,NNP,12,nsubj,16:nsubj|12:ROOT,said,ROOT,hood_nsubj,said,said_ROOT
37,17,her,PRON,PRP$,18,poss,17:poss|18:nsubj,voice,nsubj,her_poss,voice,voice_nsubj
37,18,voice,NOUN,NN,19,nsubj,18:nsubj|19:rcmod,quivering,rcmod,voice_nsubj,quivering,quivering_rcmod
37,19,quivering,VERB,VBG,16,rcmod,19:rcmod|16:nsubj,Hood,nsubj,quivering_rcmod,Hood,Hood_nsubj
37,20,slightly,ADV,RB,19,advmod,20:advmod|19:rcmod,quivering,rcmod,slightly_advmod,quivering,quivering_rcmod
38,2,the,DET,DT,3,det,2:det|3:nsubj,better,nsubj,the_det,better,better_nsubj
38,3,better,ADJ,JJR,13,nsubj,3:nsubj|13:ROOT,roared,ROOT,better_nsubj,roared,roared_ROOT
38,4,to,PRT,TO,5,aux,4:aux|5:infmod,eat,infmod,to_aux,eat,eat_infmod
38,5,eat,VERB,VB,3,infmod,5:infmod|3:nsubj,better,nsubj,eat_infmod,better,better_nsubj
38,6,you,PRON,PRP,5,dobj,6:dobj|5:infmod,eat,infmod,you_dobj,eat,eat_infmod
38,7,with,ADP,IN,5,prep,7:prep|5:infmod,eat,infmod,with_prep,eat,eat_infmod
38,9,my,PRON,PRP$,10,poss,9:poss|10:appos,dear,appos,my_poss,dear,dear_appos
38,10,dear,NOUN,NN,3,appos,10:appos|3:nsubj,better,nsubj,dear_appos,better,better_nsubj
38,13,NA,VERB,VBD,0,ROOT,13:ROOT|0:NA,NA,NA,roared_ROOT,NA,NA_NA
38,14,the,DET,DT,15,det,14:det|15:dobj,wolf,dobj,the_det,wolf,wolf_dobj
38,15,wolf,NOUN,NN,13,dobj,15:dobj|13:ROOT,roared,ROOT,wolf_dobj,roared,roared_ROOT
38,16,and,CONJ,CC,13,cc,16:cc|13:ROOT,roared,ROOT,and_cc,roared,roared_ROOT
38,17,he,PRON,PRP,18,nsubj,17:nsubj|18:conj,leapt,conj,he_nsubj,leapt,leapt_conj
38,18,leapt,VERB,VBD,13,conj,18:conj|13:ROOT,roared,ROOT,leapt_conj,roared,roared_ROOT
38,19,out,ADP,IN,18,prep,19:prep|18:conj,leapt,conj,out_prep,leapt,leapt_conj
38,20,of,ADP,IN,19,pcomp,20:pcomp|19:prep,out,prep,of_pcomp,out,out_prep
38,21,the,DET,DT,22,det,21:det|22:pobj,bed,pobj,the_det,bed,bed_pobj
38,22,bed,NOUN,NN,20,pobj,22:pobj|20:pcomp,of,pcomp,bed_pobj,of,of_pcomp
38,23,and,CONJ,CC,18,cc,23:cc|18:conj,leapt,conj,and_cc,leapt,leapt_conj
38,24,began,VERB,VBD,18,conj,24:conj|18:conj,leapt,conj,began_conj,leapt,leapt_conj
38,25,to,PRT,TO,26,aux,25:aux|26:xcomp,chase,xcomp,to_aux,chase,chase_xcomp
38,26,chase,VERB,VB,24,xcomp,26:xcomp|24:conj,began,conj,chase_xcomp,began,began_conj
38,27,the,DET,DT,29,det,27:det|29:dobj,girl,dobj,the_det,girl,girl_dobj
38,28,little,ADJ,JJ,29,amod,28:amod|29:dobj,girl,dobj,little_amod,girl,girl_dobj
38,29,girl,NOUN,NN,26,dobj,29:dobj|26:xcomp,chase,xcomp,girl_dobj,chase,chase_xcomp
39,1,almost,ADV,RB,3,advmod,1:advmod|3:advmod,late,advmod,almost_advmod,late,late_advmod
39,2,too,ADV,RB,3,advmod,2:advmod|3:advmod,late,advmod,too_advmod,late,late_advmod
39,3,late,ADV,RB,9,advmod,3:advmod|9:ROOT,realized,ROOT,late_advmod,realized,realized_ROOT
39,5,little,NOUN,NNP,8,nn,5:nn|8:nsubj,Hood,nsubj,little_nn,Hood,Hood_nsubj
39,6,red,NOUN,NNP,8,nn,6:nn|8:nsubj,Hood,nsubj,red_nn,Hood,Hood_nsubj
39,7,riding,NOUN,NNP,8,nn,7:nn|8:nsubj,Hood,nsubj,riding_nn,Hood,Hood_nsubj
39,8,hood,NOUN,NNP,9,nsubj,8:nsubj|9:ROOT,realized,ROOT,hood_nsubj,realized,realized_ROOT
39,9,NA,VERB,VBD,0,ROOT,9:ROOT|0:NA,NA,NA,realized_ROOT,NA,NA_NA
39,10,that,ADP,IN,19,mark,10:mark|19:ccomp,Grandmother,ccomp,that_mark,grandmother,Grandmother_ccomp
39,11,the,DET,DT,12,det,11:det|12:nsubj,person,nsubj,the_det,person,person_nsubj
39,12,person,NOUN,NN,19,nsubj,12:nsubj|19:ccomp,Grandmother,ccomp,person_nsubj,grandmother,Grandmother_ccomp
39,13,in,ADP,IN,12,prep,13:prep|12:nsubj,person,nsubj,in_prep,person,person_nsubj
39,14,the,DET,DT,15,det,14:det|15:pobj,bed,pobj,the_det,bed,bed_pobj
39,15,bed,NOUN,NN,13,pobj,15:pobj|13:prep,in,prep,bed_pobj,in,in_prep
39,16,was,VERB,VBD,19,cop,16:cop|19:ccomp,Grandmother,ccomp,was_cop,grandmother,Grandmother_ccomp
39,17,not,ADV,RB,19,neg,17:neg|19:ccomp,Grandmother,ccomp,not_neg,grandmother,Grandmother_ccomp
39,18,her,PRON,PRP$,19,poss,18:poss|19:ccomp,Grandmother,ccomp,her_poss,grandmother,Grandmother_ccomp
39,19,grandmother,NOUN,NNP,9,ccomp,19:ccomp|9:ROOT,realized,ROOT,grandmother_ccomp,realized,realized_ROOT
39,21,but,CONJ,CC,19,cc,21:cc|19:ccomp,Grandmother,ccomp,but_cc,grandmother,Grandmother_ccomp
39,22,a,DET,DT,24,det,22:det|24:conj,wolf,conj,a_det,wolf,wolf_conj
39,23,hungry,ADJ,JJ,24,amod,23:amod|24:conj,wolf,conj,hungry_amod,wolf,wolf_conj
39,24,wolf,NOUN,NN,19,conj,24:conj|19:ccomp,Grandmother,ccomp,wolf_conj,grandmother,Grandmother_ccomp
40,1,she,PRON,PRP,2,nsubj,1:nsubj|2:ROOT,ran,ROOT,she_nsubj,ran,ran_ROOT
40,2,NA,VERB,VBD,0,ROOT,2:ROOT|0:NA,NA,NA,ran_ROOT,NA,NA_NA
40,3,across,ADP,IN,2,prep,3:prep|2:ROOT,ran,ROOT,across_prep,ran,ran_ROOT
40,4,the,DET,DT,5,det,4:det|5:pobj,room,pobj,the_det,room,room_pobj
40,5,room,NOUN,NN,3,pobj,5:pobj|3:prep,across,prep,room_pobj,across,across_prep
40,6,and,CONJ,CC,3,cc,6:cc|3:prep,across,prep,and_cc,across,across_prep
40,7,through,ADP,IN,3,conj,7:conj|3:prep,across,prep,through_conj,across,across_prep
40,8,the,DET,DT,9,det,8:det|9:pobj,door,pobj,the_det,door,door_pobj
40,9,door,NOUN,NN,7,pobj,9:pobj|7:conj,through,conj,door_pobj,through,through_conj
40,11,shouting,VERB,VBG,2,xcomp,11:xcomp|2:ROOT,ran,ROOT,shouting_xcomp,ran,ran_ROOT
40,14,help,VERB,VB,11,dep,14:dep|11:xcomp,shouting,xcomp,help_dep,shouted,shouting_xcomp
40,16,wolf,NOUN,NNP,14,dobj,16:dobj|14:dep,Help,dep,wolf_dobj,Help,Help_dep
40,19,as,ADV,RB,20,advmod,19:advmod|20:advmod,loudly,advmod,as_advmod,loudly,loudly_advmod
40,20,loudly,ADV,RB,11,advmod,20:advmod|11:xcomp,shouting,xcomp,loudly_advmod,shouted,shouting_xcomp
40,21,as,ADP,IN,23,mark,21:mark|23:ccomp,could,ccomp,as_mark,could,could_ccomp
40,22,she,PRON,PRP,23,nsubj,22:nsubj|23:ccomp,could,ccomp,she_nsubj,could,could_ccomp
40,23,could,VERB,MD,20,ccomp,23:ccomp|20:advmod,loudly,advmod,could_ccomp,loudly,loudly_advmod
41,1,a,DET,DT,2,det,1:det|2:nsubj,woodsman,nsubj,a_det,woodsman,woodsman_nsubj
41,2,woodsman,NOUN,NN,8,nsubj,2:nsubj|8:ROOT,heard,ROOT,woodsman_nsubj,heard,heard_ROOT
41,3,who,PRON,WP,5,nsubj,3:nsubj|5:rcmod,chopping,rcmod,who_nsubj,chopping,chopping_rcmod
41,4,was,VERB,VBD,5,aux,4:aux|5:rcmod,chopping,rcmod,was_aux,chopping,chopping_rcmod
41,5,chopping,VERB,VBG,2,rcmod,5:rcmod|2:nsubj,woodsman,nsubj,chopping_rcmod,woodsman,woodsman_nsubj
41,6,logs,NOUN,NNS,5,dobj,6:dobj|5:rcmod,chopping,rcmod,logs_dobj,chopping,chopping_rcmod
41,7,nearby,ADV,RB,5,advmod,7:advmod|5:rcmod,chopping,rcmod,nearby_advmod,chopping,chopping_rcmod
41,8,NA,VERB,VBN,0,ROOT,8:ROOT|0:NA,NA,NA,heard_ROOT,NA,NA_NA
41,9,her,PRON,PRP$,10,poss,9:poss|10:dobj,cry,dobj,her_poss,cry,cry_dobj
41,10,cry,NOUN,NN,8,dobj,10:dobj|8:ROOT,heard,ROOT,cry_dobj,heard,heard_ROOT
41,11,and,CONJ,CC,8,cc,11:cc|8:ROOT,heard,ROOT,and_cc,heard,heard_ROOT
41,12,ran,VERB,VBD,8,conj,12:conj|8:ROOT,heard,ROOT,ran_conj,heard,heard_ROOT
41,13,towards,ADP,IN,12,prep,13:prep|12:conj,ran,conj,towards_prep,ran,ran_conj
41,14,the,DET,DT,15,det,14:det|15:pobj,cottage,pobj,the_det,cottage,cottage_pobj
41,15,cottage,NOUN,NN,13,pobj,15:pobj|13:prep,towards,prep,cottage_pobj,towards,towards_prep
41,16,as,ADV,RB,17,advmod,16:advmod|17:advmod,fast,advmod,as_advmod,fast,fast_advmod
41,17,fast,ADV,RB,12,advmod,17:advmod|12:conj,ran,conj,fast_advmod,ran,ran_conj
41,18,as,ADP,IN,20,mark,18:mark|20:ccomp,could,ccomp,as_mark,could,could_ccomp
41,19,he,PRON,PRP,20,nsubj,19:nsubj|20:ccomp,could,ccomp,he_nsubj,could,could_ccomp
41,20,could,VERB,MD,17,ccomp,20:ccomp|17:advmod,fast,advmod,could_ccomp,fast,fast_advmod
42,1,he,PRON,PRP,2,nsubj,1:nsubj|2:ROOT,grabbed,ROOT,he_nsubj,grabbed,grabbed_ROOT
42,2,NA,VERB,VBD,0,ROOT,2:ROOT|0:NA,NA,NA,grabbed_ROOT,NA,NA_NA
42,3,the,DET,DT,4,det,3:det|4:dobj,wolf,dobj,the_det,wolf,wolf_dobj
42,4,wolf,NOUN,NN,2,dobj,4:dobj|2:ROOT,grabbed,ROOT,wolf_dobj,grabbed,grabbed_ROOT
42,5,and,CONJ,CC,2,cc,5:cc|2:ROOT,grabbed,ROOT,and_cc,grabbed,grabbed_ROOT
42,6,made,VERB,VBD,2,conj,6:conj|2:ROOT,grabbed,ROOT,made_conj,grabbed,grabbed_ROOT
42,7,him,PRON,PRP,8,nsubj,7:nsubj|8:ccomp,spit,ccomp,him_nsubj,spit,spit_ccomp
42,8,spit,VERB,VBN,6,ccomp,8:ccomp|6:conj,made,conj,spit_ccomp,made,made_conj
42,9,out,PRT,RP,8,prt,9:prt|8:ccomp,spit,ccomp,out_prt,spit,spit_ccomp
42,10,the,DET,DT,12,det,10:det|12:dobj,Grandmother,dobj,the_det,grandmother,Grandmother_dobj
42,11,poor,ADJ,JJ,12,amod,11:amod|12:dobj,Grandmother,dobj,poor_amod,grandmother,Grandmother_dobj
42,12,grandmother,NOUN,NNP,8,dobj,12:dobj|8:ccomp,spit,ccomp,grandmother_dobj,spit,spit_ccomp
42,13,who,PRON,WP,17,nsubj,13:nsubj|17:rcmod,frazzled,rcmod,who_nsubj,frazzled,frazzled_rcmod
42,14,was,VERB,VBD,17,cop,14:cop|17:rcmod,frazzled,rcmod,was_cop,frazzled,frazzled_rcmod
42,15,a,DET,DT,16,det,15:det|16:dep,bit,dep,a_det,bit,bit_dep
42,16,bit,NOUN,NN,17,dep,16:dep|17:rcmod,frazzled,rcmod,bit_dep,frazzled,frazzled_rcmod
42,17,frazzled,VERB,VBN,12,rcmod,17:rcmod|12:dobj,Grandmother,dobj,frazzled_rcmod,grandmother,Grandmother_dobj
42,18,by,ADP,IN,17,prep,18:prep|17:rcmod,frazzled,rcmod,by_prep,frazzled,frazzled_rcmod
42,19,the,DET,DT,21,det,19:det|21:pobj,experience,pobj,the_det,experience,experience_pobj
42,20,whole,ADJ,JJ,21,amod,20:amod|21:pobj,experience,pobj,whole_amod,experience,experience_pobj
42,21,experience,NOUN,NN,18,pobj,21:pobj|18:prep,by,prep,experience_pobj,by,by_prep
42,23,but,CONJ,CC,18,cc,23:cc|18:prep,by,prep,but_cc,by,by_prep
42,24,still,ADV,RB,25,advmod,24:advmod|25:conj,in,conj,still_advmod,in,in_conj
42,25,in,ADP,IN,18,conj,25:conj|18:prep,by,prep,in_conj,by,by_prep
42,26,one,NUM,CD,27,num,26:num|27:pobj,piece,pobj,one_num,piece,piece_pobj
42,27,piece,NOUN,NN,25,pobj,27:pobj|25:conj,in,conj,piece_pobj,in,in_conj
43,2,oh,X,UH,8,discourse,2:discourse|8:ROOT,scared,ROOT,oh_discourse,scared,scared_ROOT
43,3,grandma,NOUN,NNP,2,dep,3:dep|2:discourse,Oh,discourse,grandma_dep,Oh,Oh_discourse
43,5,i,PRON,PRP,8,nsubj,5:nsubj|8:ROOT,scared,ROOT,i_nsubj,scared,scared_ROOT
43,6,was,VERB,VBD,8,cop,6:cop|8:ROOT,scared,ROOT,was_cop,scared,scared_ROOT
43,7,so,ADV,RB,8,advmod,7:advmod|8:ROOT,scared,ROOT,so_advmod,scared,scared_ROOT
43,8,NA,ADJ,JJ,0,ROOT,8:ROOT|0:NA,NA,NA,scared_ROOT,NA,NA_NA
43,11,sobbed,VERB,VBN,8,dep,11:dep|8:ROOT,scared,ROOT,sobbed_dep,scared,scared_ROOT
43,12,little,NOUN,NNP,15,nn,12:nn|15:nsubj,Hood,nsubj,little_nn,Hood,Hood_nsubj
43,13,red,NOUN,NNP,15,nn,13:nn|15:nsubj,Hood,nsubj,red_nn,Hood,Hood_nsubj
43,14,riding,NOUN,NNP,15,nn,14:nn|15:nsubj,Hood,nsubj,riding_nn,Hood,Hood_nsubj
43,15,hood,NOUN,NNP,11,nsubj,15:nsubj|11:dep,sobbed,dep,hood_nsubj,sobbed,sobbed_dep
43,18,i,PRON,PRP,21,nsubj,18:nsubj|21:ccomp,speak,ccomp,i_nsubj,speak,speak_ccomp
43,19,'ll,VERB,MD,21,aux,19:aux|21:ccomp,speak,ccomp,'ll_aux,speak,speak_ccomp
43,20,never,ADV,RB,21,neg,20:neg|21:ccomp,speak,ccomp,never_neg,speak,speak_ccomp
43,21,speak,VERB,VB,8,ccomp,21:ccomp|8:ROOT,scared,ROOT,speak_ccomp,scared,scared_ROOT
43,22,to,ADP,IN,21,prep,22:prep|21:ccomp,speak,ccomp,to_prep,speak,speak_ccomp
43,23,strangers,NOUN,NNS,22,pobj,23:pobj|22:prep,to,prep,strangers_pobj,to,to_prep
43,24,or,CONJ,CC,23,cc,24:cc|23:pobj,strangers,pobj,or_cc,strangers,strangers_pobj
43,25,dawdle,NOUN,NN,23,conj,25:conj|23:pobj,strangers,pobj,dawdle_conj,strangers,strangers_pobj
43,26,in,ADP,IN,23,prep,26:prep|23:pobj,strangers,pobj,in_prep,strangers,strangers_pobj
43,27,the,DET,DT,28,det,27:det|28:pobj,forest,pobj,the_det,forest,forest_pobj
43,28,forest,NOUN,NN,26,pobj,28:pobj|26:prep,in,prep,forest_pobj,in,in_prep
43,29,again,ADV,RB,21,advmod,29:advmod|21:ccomp,speak,ccomp,again_advmod,speak,speak_ccomp
44,2,there,ADV,RB,6,advmod,2:advmod|6:ROOT,child,ROOT,there_advmod,child,child_ROOT
44,4,there,ADV,RB,6,dep,4:dep|6:ROOT,child,ROOT,there_dep,child,child_ROOT
44,6,NA,NOUN,NN,0,ROOT,6:ROOT|0:NA,NA,NA,child_ROOT,NA,NA_NA
45,1,you,PRON,PRP,3,nsubj,1:nsubj|3:ROOT,learned,ROOT,you_nsubj,learned,learned_ROOT
45,2,'ve,VERB,VBP,3,aux,2:aux|3:ROOT,learned,ROOT,'ve_aux,learned,learned_ROOT
45,3,NA,VERB,VBN,0,ROOT,3:ROOT|0:NA,NA,NA,learned_ROOT,NA,NA_NA
45,4,an,DET,DT,6,det,4:det|6:dobj,lesson,dobj,an_det,lesson,lesson_dobj
45,5,important,ADJ,JJ,6,amod,5:amod|6:dobj,lesson,dobj,important_amod,lesson,lesson_dobj
45,6,lesson,NOUN,NN,3,dobj,6:dobj|3:ROOT,learned,ROOT,lesson_dobj,learned,learned_ROOT
46,1,NA,VERB,VBP,0,ROOT,1:ROOT|0:NA,NA,NA,thank_ROOT,NA,NA_NA
46,2,goodness,NOUN,NN,1,dobj,2:dobj|1:ROOT,Thank,ROOT,goodness_dobj,thank,Thank_ROOT
46,3,you,PRON,PRP,4,nsubj,3:nsubj|4:dep,shouted,dep,you_nsubj,shouted,shouted_dep
46,4,shouted,VERB,VBD,1,dep,4:dep|1:ROOT,Thank,ROOT,shouted_dep,thank,Thank_ROOT
46,5,loud,ADV,RB,6,advmod,5:advmod|6:advmod,enough,advmod,loud_advmod,enough,enough_advmod
46,6,enough,ADV,RB,4,advmod,6:advmod|4:dep,shouted,dep,enough_advmod,shouted,shouted_dep
46,7,for,ADP,IN,12,mark,7:mark|12:advcl,hear,advcl,for_mark,hear,hear_advcl
46,8,this,DET,DT,10,det,8:det|10:nsubj,woodsman,nsubj,this_det,woodsman,woodsman_nsubj
46,9,kind,NOUN,NN,10,amod,9:amod|10:nsubj,woodsman,nsubj,kind_amod,woodsman,woodsman_nsubj
46,10,woodsman,NOUN,NN,12,nsubj,10:nsubj|12:advcl,hear,advcl,woodsman_nsubj,hear,hear_advcl
46,11,to,PRT,TO,12,aux,11:aux|12:advcl,hear,advcl,to_aux,hear,hear_advcl
46,12,hear,VERB,VB,4,advcl,12:advcl|4:dep,shouted,dep,hear_advcl,shouted,shouted_dep
46,13,you,PRON,PRP,12,dobj,13:dobj|12:advcl,hear,advcl,you_dobj,hear,hear_advcl
47,1,the,DET,DT,2,det,1:det|2:nsubj,woodsman,nsubj,the_det,woodsman,woodsman_nsubj
47,2,woodsman,NOUN,NN,3,nsubj,2:nsubj|3:ROOT,knocked,ROOT,woodsman_nsubj,knock,knocked_ROOT
47,3,NA,VERB,VBD,0,ROOT,3:ROOT|0:NA,NA,NA,knocked_ROOT,NA,NA_NA
47,4,out,PRT,RP,3,prt,4:prt|3:ROOT,knocked,ROOT,out_prt,knock,knocked_ROOT
47,5,the,DET,DT,6,det,5:det|6:dobj,wolf,dobj,the_det,wolf,wolf_dobj
47,6,wolf,NOUN,NN,3,dobj,6:dobj|3:ROOT,knocked,ROOT,wolf_dobj,knock,knocked_ROOT
47,7,and,CONJ,CC,3,cc,7:cc|3:ROOT,knocked,ROOT,and_cc,knock,knocked_ROOT
